video_id,comments
Z5YeexuGjo4,"['🌟 Watch this next\nThe Art of Learning Data Science (How to learn data science in 2021) https://youtu.be/oR670Txwh88\n🌟 Join as a Member to support this Channel:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join', ""Congratulations Data Professor! Could you maybe do a video on bioinformatics projects that need to be explored?  I guess I'm asking for a thesis project that a professor might assign to their student.  It would be interesting to work on something that has real world application.  But it's difficult doing that without knowing what are the open questions.  Thank you."", 'Congratulations!', ""Congrats! I found your channel from this video by Tina Huang:\nhttps://www.youtube.com/watch?v=Axu4tJl8gbM\n\nWhat resources for learning data science with julia (probably in parallel with python and R) would you recommend someone who has some math but not as much statistics background?\n\nI previously finished a math BS and also did some coursework in math grad school before dropping out. I more recently finished a short 20-week bootcamp in full-stack web development (mainly Java and react) and will do another 20-week bootcamp course on data science (mainly python, some EDA, some R, and basic stats). I did research in dynamical systems but won't be able to list it on my resume for personal reason. In addition, I've taken some graduate courses in scientific computing such as numerical analysis and numerical linear algebra. So I'd like to do some deterministic modeling and simulations if possible but understand that data science currently values statistical and machine learning type models instead."", 'congratulations professor!\nyour content is great keep up the good work. Best wishes from India!\ncan you please share the scope of bioinformatics and computational biology in one of your upcoming videos..', 'Congratulations Sir👏🏼 Thank you for helping data science enthusiasts like me to discover this amazing new direction into the future… Keep it up 😎🙌🏼', 'will automation replace data science job in future?', 'Hello sir thank you so much for your videos tutorial   if you excuse me \nI have CSV files that I need to feed to a Deep-Learning network.  my CSV files are of size 32×32, but i need to resize it to 28×28 .when i resize it i have wavy image not clear please can advice me', 'Congratulations professor! Would love to see more bioinformatics from scratch content as you mentioned, your past videos were very helpful. Keep up the amazing work and thank you for all the time you put in to this channel!', 'Congrats professor!, Thanks a lot for your sharing prof and keep sharing the valuable information. your supporter from Malaysia']"
WACt59_pfLo,"['🌟 Watch this next\nThe Art of Learning Data Science (How to learn data science in 2021) https://youtu.be/oR670Txwh88\n🌟 Join as a Member to support this Channel:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join', ""You're a mentor!"", '4:45', 'Hi Data Professor can I ask what your background was? I’ve graduated in Biochemistry and fell in love with programming and the power of data analysis. I’m considering  pursuing a Masters degree in Bioinformatics but wanted to learn if this field opens up the world of Data Science or does it restrict you solely to biological data', 'Thank you, Prof.', 'I finally sat down to listen to this video and focus 🌻 The ""having fun"" part is really important .. I honestly find your tutorials quite informative and fun to watch .. I will be starting Ken\'s challenge on January and will definitely refer constantly to your channel especially for production tutorials. Thank you guys for making DS fun and interesting for us ! Excited for 2022 ❤', 'I just keep myself surrounded by people who are equally passionate and have a strong desire to be a good Data Science practitioner. Even if I feel demotivated sometimes, their energy will help lift me up!', 'thank you', 'hello sir, greetings of the day\nsir today I paid to ""join"" your channel so that I can see members-only content but even after paying the said amount it is showing that I am not a member of your channel and I am unable to see members-only videos. please look into the matter I really need to watch your drug design course', 'auto update data for shiny app. Can you make a practical video on that please a there is no video like that.?']"
aIL0-G5wRwM,"['🌟 Watch this next\nThe Art of Learning Data Science (How to learn data science in 2021) https://youtu.be/oR670Txwh88\n🌟 Join as a Member to support this Channel:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join', ""Hi, thank you for the video. I'd like to ask something. When we already have a list multiple ChEMBL IDs and we would like to convert each of them into SMILES, is there any way to do that all at once and save the file in the table format (in .csv or .txt) with the first column containing the ChEMBL IDs and the second the corresponding SMILES? Thank you"", 'It seems odd to mention, but I am trying to download, and ChEMBL says, there was error, please try again later. Though, I have tried different net connections it stays the same. For a record, I am using Microsoftedge browser', 'The video was very informative and precise', 'Is there a way to view all compounds and their activities against a given disease?', 'Hello sir, I would like to know that the data we are searching in ChEMBL database using a particular target protein .....whether are we getting the compounds inhibitors of the target proteins or activators?', 'auto update data for shiny app. Can you make a practical video on that please a there is no video like that??', 'Thank you so much for share your knowledge... i would ask u if is possible a video about how to deal with VCF Files', 'When will the full course be available ??', 'Thank you so much sir for this informative video..please make a video on how to generate a drug target interaction dataset using drugbank or other databases']"
zRWFR1SSBFc,"['🌟 Watch this next\nThe Art of Learning Data Science (How to learn data science in 2021) https://youtu.be/oR670Txwh88\n🌟 Join as a Member to support this Channel:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join', 'You’ve really inspired me to pursue bioinformatics, thank you so much for all you do.', 'Could you give me recommendation (steps)on how to start in single cell analysis', 'Congrats on 100K Data Professor!!!!', 'Hello Sir, can you make a potential curriculum for machine learning and deep learning topics for biological research for beginners', 'Is it possible to have a lesson on advanced machine learning and how to apply it effectively in biology?', 'This is really helpful. I always felt overwhelmed when I was simply told to ""review literature."" Thank you so much for sharing the mind map ideas, ways to identify gaps in knowledge, and the organizational tools. These aren\'t things I\'ve been taught, so I much appreciate videos like these.', 'This is so great just starting my research paper, could not have come at a greater time, looking for gaps that data analysis can help fill in the field of edtech', 'thank you Data Professor, really good suggestions and just perfect timing because I have the same question :D', 'Note taking\n1) notion\n2) google docs or any note making app']"
gk7rOmNQbj8,"['Shall i join sir', 'Good afternoon sir..\nI want to join ur drug discovery online course', 'very informaticly', 'Excellent', 'Hi sir when this training course will start', 'hey prof, i got a question, when you say a compound is active or inactive do you mean it is a synergic or blocker compound? or it is simply a compound that interacts with the ligand or not?', 'hello professor, can you share about how machine learning can predict drug combination ?', 'This is an awesome video with much-needed info in CADD in a comprehensive manner.. Thanks! I would like to know if a video of practical implementation in Python for drug repositioning is available', 'Any good book on cheminformatics that you would reccomend? Thank you', 'Hi,\nAs discussed in the video, ml model could be used to extract important features or substructures that contribute to activity of molecule. Will you please explain it how? Thank you']"
NNq_XBVk30w,"['⭐️🌟', '🌟 I plan to use this for lecture notes in my software development courses.', 'Hi I have a question I hope you can help me, how to replace the youtube link with a button to upload your mp3 file ? Thanks', 'wheres the colab notebook link ;-;', 'I am getting an HTTPError: HTTP Error 403: Forbidden when I enter the youtube URL,kindly help,thanks', 'I have a few errors that show up on my vc anyway you could assist me?', 'Looks nice, but it costs, as of June 2022, $1.50 for half an hour of media.   That would break it for my application.', ""I have thie error\n\nAttributeError: 'NoneType' object has no attribute 'span'"", 'Glad for the video and all, but I try to make this work since like an hour or so. I am not a coder, I just wanted to replace my clients crappy tool. I get error messages at every step.', 'hello dr, when i run streamlit hello it works but when i run streamlit app.py to run the code it just gives me a blank screen']"
0cUBRqdai-M,"['Great collab video Chanin! Almost at 100K Subscribers too!!', 'Thanks a lot for this short demo, Mito looks interesting.  I can see the code generated requires mito to be imported, so all the code generated relies on the different Mito modules, and not on something more widely known as Pandas, is that correct? I basically would like to know if Mito, in its interactive version, could be used to generate e.g. pandas and matplotlib code of what is done interactively. The reason being that it is easier to find online help for pandas, matplotlib if one need to modify the code. Thanks!', 'please help me, I have error:MitoWidget(analysis_name=\'UUID-8f41bd35-fbef-4302-ada1-ae3368d17b3a\', code_json=\'{""import"" when i type mitosheet.sheet()', 'Hey Professor, thanks for the sharing. Just wondering mitosheet worked on the jupyter notebook, my one cannot render the output', 'Can you share the analysis results with other ppl,I mean just the interactive visualizations with my boss? If yes how? Does Mita include interactive maps so than we can create?. Thanks in advance.']"
mkVjrB8g6mM,"['Could you please tell me what are the letters written on your shirt, actually those are almost the same letters in my native language Tamazight', 'I am following your channel krub Professor!', 'I love this tag line! Its so true.  Hands on learning is the best way', 'Hello! Do you have a video regarding which sources, courses, certifications, etc. are great to teach yourself in the field of data science for someone coming without a computer science degree background? Thank you in advance.', 'G😎😎😎😎😎😎😎😎ood Info, greetings from Dominican Republic!!  🌴🌴']"
J8GODfmKRHw,"[""Thanks for sharing your story. I think it's always great hearing how all of our paths are so different. Also..I just realized I am not subscribed. Major fail."", ""Wow ! That is really cool stuff Chanin :) We're so close to 100k as well 🌻"", ""Chanin it's great being consistent and stay motivated your Self it's shows how you are Dedications reach you out..at this level...👌👌"", 'Thank you for posting this!\n\n I currently find myself in a similar position as you did. I am currently in my fourth year as a biology and environmental science double major at a U.S. university. Since discovering data science in the summer of 2020 during the initial Covid-19 wave I have had a change of heart and desire to pursue data science. However, like you it is also too late for me to change my major. Despite this, I hope to enter into bioinformatics or another related field!', 'ขอบคุณสำหรับแรงบันดาลใจในการเรียนค่ะอาจารย์', 'Of late, I have been trying to put forth my baby steps of data science in the field of Life Sciences, which I cherished and served for more than a decade. Your journey has inspired me further, thank you!', 'Congratulations Chanin. Your journey is inspiring :)', 'we have same background in undergraduate program, I hope one day can be professional like you', ""Thanks for sharing, it's especially inspiring for people like me who come from other fields and they want to dive into data science. It's motivating, thank you"", 'Very inspiring and encouraging indeed.']"
F6CEXNb54TI,"['Thank you for the video sir 🙌🙌', 'Option to schedule tasks for future scraping: Leads Sniper allows you to schedule tasks for future scraping, which means that you can automate your data extraction process. Octoparse may not offer this feature.', 'Minimal technical skills required: Leads Sniper requires minimal technical skills to use, making it accessible to a wider range of users. Octoparse can be more difficult to use, especially for those with limited technical skills.', 'Option to extract data from multiple websites: Leads Sniper allows you to extract data from multiple websites, making it a versatile tool for businesses. Octoparse may not have the same level of multi-website extraction capabilities.', 'Option to extract data on a recurring basis: Leads Sniper allows you to extract data on a recurring basis, making it a useful tool for businesses that need up-to-date data on a regular basis. Octoparse may not have the same level of recurring data extraction capabilities.', 'Option to extract data in bulk: Leads Sniper allows you to extract data in bulk, making it a suitable tool for businesses that need to extract large amounts of data. Octoparse may struggle with bulk data extraction.', 'Affordable pricing for businesses of all sizes: Leads Sniper offers affordable pricing options for businesses of all sizes, making it accessible to small and large businesses. Octoparse may have more expensive pricing options.', 'Option to extract data from different formats: Leads Sniper allows you to extract data from different formats, including HTML, XML, and JSON. Octoparse may not have the same level of format support.', 'Option to extract data from various sources: Leads Sniper allows you to extract data from various sources, including websites, databases, and APIs. Octoparse may not have the same level of versatility.', 'Ability to handle large amounts of data: Leads Sniper has the ability to handle large amounts of data, making it a suitable tool for businesses that need to extract large amounts of data. Octoparse may struggle with large amounts of data.']"
IyffPjcbWnY,"['Watch this next\nThe Art of Learning Data Science (How to learn data science in 2021) https://youtu.be/oR670Txwh88', ""I recommended Cold Steele's courses."", 'I am starting the major requirements for my Data Science BS degree next semester and it has two different paths I can follow. The first is “Information Science Professional Field” and the second is “Business analytics Professional Field”. The information science field sounds more interesting but I’m not really understanding what kind of jobs are available in that field. All the data scientists I’ve found on YT are clearly on the business side, but I’m guessing your field would fall on the information side. My question is, what kind of jobs, besides professor, would be on the information Science side of DS? I’ve been having a very difficult time finding information on how the field of Data Science is used outside of business. \nThank you for the content!', 'Thanks, Prof. Chanin. Your content really motivates me to learn data science.', 'This content is very very timely and resourceful. Prof you well articulated    on your stuff and very knowledgeable... ""Unatusaidia""(Swahili) meaning you are of immense assistance to those of us -novices!', 'Thanks for the video.my university does not offer any bioinformatics courses so this is very helpful', 'THANK YOU', 'The Channel of Misra Turp on youtube is also very good.', 'Great tour 👍', 'Exactly what someone like me needs. I will really love an opportunity to be mentored by you. I personally love your manner of approach in your videos']"
Kj0JtjAxxKA,"['Can you write down all the codes you are using that can not be found by viewing scribe', ""Helllo Data Professor, could you do  a video or answer me in the comments? What's the main difference between a begginner and a intermediate level data scientist/analist? I have some knowledge on several machine learning alghoritms, however I feel I can't break through that barrier. I have done some projects but I can't grasp what to do next. Thanks from Brazil.""]"
Ndj3cBVh23c,"['sir can computer  science student can  stduy  bioinformatics', ""Dude I used mito sheet it's great for excel / sheet transformation but I don't get it why you are promoting it so aggressively everywhere .\n\nBut honestly mito is great product for beginners"", 'I have a big problem to install Mito, Does it only work in CONDA environment?', 'Give us an idea how this relates to ML. Also avoid fast forwarding in video recording. Otherwise it is thumbs up. Thx', 'Would be nice to give us who is this person or project idea not only title . Fast forward it isn’t your style recording your lecture.  Otherwise the topic is important , but how it fit in ML .']"
WRxCQWfZ6Mc,"['Wget is not working the way u showed! I am using windows...what should i do!?', 'Thank you very much ❤️❤️❤️', 'Is knowledge of organic chemistry helpful while working on bioinformatics project apart from data science skills?', 'Thank you so much, looking forward to try as many as I can. Excellent tut', 'Hello sir i have stammering problem does it affect my software engineering career 😭']"
KDcz2mF3Yuk,"['Hi bro how to exit streamlit app  in cmd', 'what is that application called you are working with? It looks like visual studio code and then you are typing your terminal but that does not look like the case', 'Can we use conda instead of pip to install streamlit? I gets confused mixing up conda and pip', 'Hey there, do you see any benefits of using this vs R markdown. Any difference in use cases?']"
PUeoB2L2WfU,"['me likey, me likey alotttt', 'Excelente video. Mito se puede instalar en Google colab?.', 'Thanks to your videos I have a better understanding of data analytics', 'wowwwww, this is awesome !!!', 'Really impressive and precisely explained. Great work. Cheers', ""Don't know how I stopmed onto this. Anyway GREAT clip 🤩🤩🤩. I also have been watching those rather similar from mStarTutorials and kinda wonder how you guys create these clips. MStar Tutorials also had cool info about similiar things on his channel."", 'Does not shows the output in the output line for the command mitosheet.sheet(). Rather shows ""MitoWidget(analysis_data_json=\'{""analysisName"": ""UUID-89""', 'Well well well. Let me try this weekend. Thanks for this!', 'I like this tool well. Thx for your share', 'Looks awesome, I really like that it generates the code which can be customised further, but the ""hard"" work was already done.']"
ij1mBDgskIk,"['Congratulations! Here are the winners of the voucher for 1 free course from NVIDIA Deep Learning Institute. Instead of 5 as originally announced, we’re awarding 6!\n- Z3dd Maddy\n- Angsuman Das\n- Nedwin L.H.\n- SAGALPREET SINGH\n- Nilofer\n- Ibraheem El Ansari\nPlease claim your prize within 7 days, after which we will select a new winner.\nPlease follow @thedataprof on Twitter to win the NVIDIA swag bag w/ goodies.', ""Fundamentals of deep learning is the course I'm interested in. I am a ML/DL enthusiast, I have done enough ML and now moving towards DL. And I see this course as a good starting point. Hoping to win🤞\nThanks for such a wonderful opportunity 🙌"", 'I will choose  Fundamentals of deep learning , It will help me further in my career enhancement .', ""Hey there!\nIm pursuing my masters in data analytics from Dublin Business School. I have some fundamental courses and I'm looking to explore and expand my knowledge in the domain. Getting an opportunity to learn from top instructors at Nvidia would add another feather to my cap. I'm interested in the deep learning course! \n\nFingers crossed 🤠 🤞\n\nThanks!"", ""I'd love to take the Fundamentals of Deep Learning since in the last GTC I attended a Deep Learning Basics free workshop, and it'd be great to further my knowledge about this subject. \nThank you and keep up with the content!"", 'I think it is going to be the NLP workshop that I am going to attend. I really believe that transformers will continue to revolutionise the ML world in the near future.', ""Hi Chanin, I just wanna say thank you for all the data science knowledge you've been sharing on Youtube. I learn a lot and yesterday I got my first client asking me to do some academic research using machine learning. I also read your articles. You are truly one of the best data science instructors on the internet!! Regards from 🇲🇨. 🙏"", 'I would like to do Fundamental of Deep Learning as it is one of the trending technology and also I know some of the basics. So it will be good for me to learn solid foundation of DL.', 'fundamentals of accelerated data science', 'My choice goes for ""Fundamentals of Accelerated Data Science"". After learning data science for years, it is the right time to step up the game by learning NVIDIA technology. This will be helpful in expanding my projects I have been working on. Thank you for the given opportunity.']"
_GtEgiWWyK4,"['To share your progress or comments on various social media platforms about this Open Bioinformatics Research Project initiative, please use the tag #dataprofessor\n👉Twitter https://twitter.com/thedataprof\n👉LinkedIn https://www.linkedin.com/company/dataprofessor/\n\n🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'May I start research with you with zero knowledge about bioinformatics ?  I have a degree of ECE. Kindly give me a the mail address of you.', 'Is the project over or can i still contribute to it?', ""I  work as a bioequivalence clinical research associate, and I am new in data science and data analytics, I started to build a data frame from my own data, which contains all the relevant pharmacokinetic parameters (Cmax, AUCs, T-Half) and many chemical properties for each molecule that I scrapped from drugbank with the formula for each product. and I would love to participate in this project. although it is pretty advanced for me. but I'll do my best trying to participate. \nthanks for your videos, it gives me hope in the ML field. you are the best"", 'Best regards Data Professor, is this call still open?', 'Do we have a slack channel?', 'This is a fantastic initiative.', ""Hi Prof, i'm a ungraduate student trying to learn through this proyect. I've been working on this, but after filtering, my model fails in learning. Strange behavior of the train and test datasets are present, so the model is not learning. I tried with different architectures but it was not working. Any suggestions? I am pretty sure that the preprocessing is correct"", ""Hello! I'm a chemist, Am I still on time to join the project?"", 'Number of PubChem molecular descriptors (338 molecules) obtained with PaDEL differs\r\nfrom the number of molecules in the molecule.smi file (64424 molecules). How can we solve this problem?']"
hoPvOIJvrb8,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'I could not find the video or tutorial about how to navigate through streamlit pages with nav. Someone know?', 'Hello! Were you able to post the follow up video about the nav bar linking to other streamlit pages?', 'In which video you have shown to create drop down link? Could you please share the link to that video?\n @Data Professor', 'Anybody have the updated code after correcting the sidebar issue and local page mapping instead of external. Kindly share. its needed for my project', 'Does not work for version 1.11', 'Hi @Data Professor, one way to hide the side bar is to create a home page without linking it to side bar and let the side bar be under a different page.', ""Hello, i'm using streamlit to build a graphic interface for my final project, is it possible to run some matlab codes on the streamlit app ??"", 'I have Solution for Top navbar :\nAdd below lines into new external css file for close button css class and read this external css  file in python file :\ndiv.css-1xtoq5p.e1fqkh3o1{\r\n    margin-top: 60px;\r\n}\nFrom,\nChetan Londhe, Priyanka Nigade.', 'Hey Prof, is it possible to link the navbar to separate streamlit pages within one app? similar to the multipage app you have shown in another video?']"
CkcJ9_dpjqw,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'excellent video congratulations', 'So cool.', 'Does it auto-update without refresh?', 'Thank you for this amazing tutorial!', 'is it possible to add to it buying, selling, staking and a wallet for cash? (Without actually being a real buy, just to show)', 'Thanks for the great content, dont we need any Binance API key?', ""Can't know how I bumped onto this. Anyway GREAT content 🤩🤩🤩. I also watched those similar from mStarTutorials and kinda wonder how you guys make these stuff. MStar Tutorials also had amazing information about similiar things on his vids."", 'Such a perfect usage of streamlit metrics ! Thank you prof :)', 'Thanks for your knowledge !!! Where did you obtain the Binance API ?']"
RL25hgfLd8Q,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', '41:00 inhibit estrogen? Aromatase', 'thank you so much, that is awesome', 'Can u pl make a video regarding ligand based pharmacophore modeling.', 'Thanks for the great post. Does one need a PhD to start a career as a computational drug discovery scientist?', 'Hello,😅 I came across this channel and i was never really interested data science. But after watching this video, i  want to seek a career in this field. What can i do to get started?', 'This is amazing content! Thank you Professor!', 'Hallo Prof, I am currently pursuing BSc Genomic and Molecular Science. I have a lot of questions I would like to ask you sir as your methods of teaching is more elaborate. How can I contact you?', 'Is python fast enough.  C++/ fortran?  Parallel programming?', 'Excellent presentation very useful. Congratulations.']"
dYBMVTqM86U,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'Oh No, This Fitur is Awesome, Thank you Sir for sharing this', 'Problem in running on windows... suggest a solution!!', ""Another thing I can automate for work. I'll be able to work 2 jobs soon 😂"", 'I like how these new tools provide the python script as well ! Thank you Chanin !', 'Looks promising!', 'Damn this is really sick 😄 . Just hoped onto the site and checking it out with a CSV']"
LHsp8ns9DkM,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', '¡Excelente herramienta!,¿es gratuita o de pago?, si es de pago ¿tiene una versión gratuita?¿cuáles análisis puedo hacer con la versión gratuita o cuales funciones están disponibles en la versión gratuita?', 'Are you looking to add line charts? I frequently use those for analyzing financial variables over time (interest rates, inflation, unemployment rates, etc) and would love to be able to create line charts.', 'I want to download mito but i don’t know please share the video explain this', ""Thanks for sharing this, this looks promising to me as a beginner I won't spend time with Tableau"", 'Nice, Is there a MiTo equivalent for R?', 'Plz do more tutorial on bioinformatic or cheminformatics rather than data science and thx bro', 'nicely explained and concise.', 'Thank you for the great sharing, both mito team and data professor. 💪', 'Thanks\nD-tale is also a good tool.']"
o_mnbn8nFL8,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'Just a question, is it better to split the train and test set using stratify option? Before we apply balancing to it? Since we are dealing with imbalanced data. I think it would help the to get better score for the test set', 'Thanks a lot Data Professor. Your videos have been helpful in executing my Bioinformatics projects.', 'Thank you so much for this Professor :)', 'good job, how about multiclass datasets, thank you so much', 'Hello. I have a question. So with respect to building the model without balancing the class i observed that you used cross-validate from scikit-learn. WIll gridsearch cv be able to do the same job ?', 'What’s the probability of YOUR  job being replaced by a robot?\r\n ---> https://www.youtube.com/watch?v=_OV1z1MJ9dA \r\nWe want to help you stay informed with our bite sized data!', 'Very useful tutorial \nCan you do a video about *SMOTE*  and  *ktrain package* \nBecause until now i am not abel to make it work.\nThank you in advance.', 'keep doing the good work, as I say always (I enjoy your videos)', ""Yo Data Prof, thoughts on using SMOTE? Was building some stuff this morning and wondered how the pros (aka you 😉) are fitting it into pipelines. I figured you'd have to run the oversampling before any feature engineering otherwise the features may not be as accurately generated as opposed to doing it by hand. ALSOOOOO...the comments in your code 🙌🙌🙌 soothing as hell for my OCD.""]"
9zBzLkuFz8k,"['Perfect podcast', 'Many thanks for the podcast, very inspiring and interesting conversation. Good questions also! This topic connects very well on my own research 🙂👌🏾👍🏾', 'which podcast platform do you use?', 'Thank you, Data Professor and Dr. Pat Walters, for such an excellent talk. I thoroughly enjoyed the whole podcast. I am looking forward to some more podcasts that will motivate us to learn new and help us understand what is going on in the field of cheminformatics or Bioinformatics. \nI especially want to thank both of you for telling us about the prominent people in the field and emerging fields like Multi-instance learning and the work of Frank Noe of combining Molecular Dynamics and Machine Learning. Thank you once again.\nI have one more question: where to start for cheminformatics and molecular docking and dynamics in bioinformatics using machine learning?', ""This podcast is really informative and inspiring. I'm 14 years old student in Thailand, and I'm interested in AI, bioinformatics, cheminformatics and drug design and discovery. This channel inspires me a lot. I try to follow your tutorials even though I sometimes don't truly understand...lol. But anyway, thank you for nice contents!!...Any suggestion would be helpful><"", 'Thanks for this nice discussion. Interesting to listen some of the most important questions in AI and cheminformatics and views of Dr. Pat Walters. :)', 'very inspiring thank you so much', ""Very high quality content! Looking forward to Pat Walters' new book on Cheminformatics!"", 'Very inspiring!! Thank you for this podcast. I am very interested in Prof. Walters line of research. And I love what he said: ""I\'m hoping this gets to the point where not releasing code is kind of like smoking in public"". :)', 'The podcast of ""Chemoinformatics titans"", a must-watch!']"
V6XFj5PltoM,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'This is what I was looking for. I hope you will share more videos and make excel simple for python', 'You already shared it has lookup. Can you please help for more excel functions', 'Mito seems a powerful tool for spread sheets specially excel in future. PL share one video showing all popular functions of excel like vlookup...', 'Powerful library !', 'Would it also work with google colab? When I tried importing mitosheet, I get the error message ""no module name mitosheet"" after !pip install mitoinstaller from within colab, please advice, thnx!', 'How would you replace multiple values in the same column with this magical tool?', 'How does Mito deal with/change wrong data types I often encounter in Excel spreadsheets?\nFor medium data, normally I used Excel Power Query Editor. At the top, you can see Column quality and Column distribution for a quick visual of Error (data type) and Empty (null). Thanks.', 'I haven’t used this before - but how good or fast it is with a medium size data set.\n\nA data with 300k records and 40-50 columns', 'Thank you for sharing this :)']"
uPg7PEdx7WA,"[""To win 1 of 3 free copy of the Streamlit book, drop a comment below on how the Streamlit book will help you in your data science journey. Winners will be selected and announced in the community chat of this channel in about a week's time."", 'What a good interview', 'Titanic dataset😂😂😂nobody cares', 'I use to end to end  data science project, and increase my skills', ""I use Streamlit to prototype most of my ML ideas as of recent and I'm sure the book would help me strengthen that skill and create better UX and pages. Love the channel! Keep it up!"", 'As always great questions on podcast .. really helpful 👍', 'The streamlit book will help guide me in producing a ML development environment for my team. The idea is that using streamlit,  I can create an app where I can visualize the different performances of ML models to see their progress as they improve. The aim is to improve the development process of ML models by allowing visualizations of their performance to be easily produced', 'Streamlit sounds lit…🤣 & I think the book would help me build my portfolio while I’m in college. (CS major w concentration in data science). I also like the idea of working on projects/subjects I care about in order to better learn the tools I’m utilizing.', 'Streamlit helpfull for me to improve my skill specially in creating Machine Learning apps.  I want to improve more. Thank you', 'Loved coming on and chatting!! Looking forward to reading the comments']"
53x330upumY,"['🌟 Join as a Channel Member to support us:\nhttps://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q/join\n\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only', 'Thanks!', ""openAI really broadened my horizons. Just a month ago I had never done any kind of programming. I started with some python scripts to help me edit CSV files and stuff. And today I created my very own openAI chatbot with gradio. It's surreal. The fact that AI allows us to learn stuff so quickly is really world changing"", 'Hi I am very new to gradio. Appreciate if you can advice. I have done up a simple prediction for diabetes. I want to have an apps that allow users to input their blood sugar, BMI, age, etc. They will get a prediction on possibility of getting a diabetes. May I know how to go about', 'nice professor', 'Great introduction, thank you! I guess deploying your model is one of the hardest parts and should never be underestimated. I will definitely try gradio.', 'the gradio deployment did not work for me and i was charged', 'Thank you data professor, your channel is so awesome, and thanks for introducing me to gradio!  I already deploy a few models online for real life applications.  My coworker and boss are really shocked. 😂😂', 'Nice video!  What camera display software are you using?', 'can you do an end to end exploratory data analysis on a real life dataset? that would be great']"
